id,rpeakIntMean,rpeakIntStd,rpeakIntOutlier,rpeakMean,rpeakStd,rpeakOutlier,rpeakCorrectedMean,rpeakCorrectedStd
0,261.4375,5.018325791536456,0.4375,202.0625,79.44531826199703,0.125,212.82142857142858,32.965407812507
1,226.10526315789474,4.4885202911908655,0.21052631578947367,840.8947368421053,120.67502891600283,0.34210526315789475,870.44,67.94119810542054
2,300.4237288135593,66.63261363367995,0.3559322033898305,619.0508474576271,59.39709053218512,0.3220338983050847,617.775,35.316063979441424
3,0,0,0,0,0,0,0,0
4,245.5,7.927057164806978,0.4411764705882353,479.2647058823529,64.88374618524382,0.23529411764705882,478.9230769230769,33.43296746640159
5,302.86206896551727,24.36747993695701,0.2413793103448276,240.27586206896552,78.00525912938848,0.3448275862068966,249.57894736842104,41.39707056693197
6,313.3076923076923,46.30398656268846,0.15384615384615385,738.0,86.81368201277598,0.3076923076923077,745.1111111111111,37.251232476089356
7,292.6551724137931,30.902824178570686,0.4482758620689655,495.58620689655174,64.24710767212059,0.20689655172413793,492.3478260869565,24.348214282619637
8,273.7037037037037,20.00521194091923,0.25925925925925924,1046.3333333333333,427.1426164816791,0.1111111111111111,1022.3333333333334,172.79411319705181
9,240.80555555555554,53.895897310589234,0.08333333333333333,890.1666666666666,195.26271476597313,0.16666666666666666,894.8333333333334,93.37204554302583
10,344.85714285714283,1.2453996981544782,0.2857142857142857,1033.2857142857142,346.7801750330004,0.2857142857142857,1036.2,160.5171641912478
11,261.4516129032258,7.950811318623379,0.16129032258064516,768.9677419354839,125.63400091226787,0.25806451612903225,765.4347826086956,63.21449069357748
12,251.19565217391303,25.114191004132714,0.4782608695652174,972.7826086956521,129.7877720915921,0.34782608695652173,996.7,63.81073577384922
13,220.40540540540542,96.31717296837273,0.10810810810810811,489.7567567567568,111.84289304473714,0.35135135135135137,495.875,69.53375229579757
14,362.9130434782609,13.144392236196362,0.34782608695652173,1090.1739130434783,50.281513738336535,0.391304347826087,1089.7142857142858,28.66662711593538
15,374.6363636363636,384.3183511638787,0.09090909090909091,213.36363636363637,61.35481418063701,0.2727272727272727,229.0,28.09359357576029
16,205.31578947368422,7.773454367125592,0.3684210526315789,300.42105263157896,102.14144773920324,0.42105263157894735,271.54545454545456,54.870696992381575
17,235.82857142857142,5.906343874105509,0.34285714285714286,296.3142857142857,76.44896390162953,0.2,300.7857142857143,33.00471518570939
18,178.04255319148936,5.694183096879453,0.19148936170212766,675.2553191489362,352.62356929258544,0.10638297872340426,658.8333333333334,101.02260865923756
