id,qMean,qStd,qDisnormal,qCMean,qCStd,        tMean,tStd,tDisnormal,tCMean,tCStd,        pMean,pStd,pDisnormal,pCMean,pCStd,        wholeMean,wholeStd,wholeDisnormal,wholeCorrectedMean,wholeCorrectedStd
0,-379.71875,168.45756779805856,0.09375,-414.37931034482756,32.61945029358113,            123.34375,67.55997769343548,0.125,133.25,25.110647997555596,            -67.375,141.75788117420493,0.1875,-45.96153846153846,50.02421011503466,            -7.244831092531918,104.39257644072659,0.21048469099536776,-5.908557527189467,40.545910871717616
1,107.34210526315789,363.3061834926415,0.21052631578947367,-44.46666666666667,144.62312708861225,            123.76315789473684,75.19078688332077,0.23684210526315788,137.31034482758622,35.26168522218812,            149.81578947368422,339.3476602063651,0.21052631578947367,8.0,126.61411190437397,            22.92817994976022,159.96298734988244,0.12194564969171044,3.597659297789337,75.1967624066734
2,95.10169491525424,247.0525021340334,0.2033898305084746,-24.425531914893618,71.89435058468547,            172.59322033898306,54.644961510124396,0.13559322033898305,184.58823529411765,21.01276593359215,            114.1864406779661,236.7158401304973,0.2033898305084746,-0.46808510638297873,67.09626335279522,            17.635424851273992,115.14554658131611,0.1242563699629588,-15.453345296077929,44.08348695147124
3,0,0,0,0,0,            0,0,0,0,0,            0,0,0,0,0,            10.172629899726527,272.5397710152809,0.1322926162260711,10.705449770190414,101.81640315097583
4,-69.70588235294117,194.52741065158324,0.08823529411764706,-128.51612903225808,40.1287210858177,            366.20588235294116,65.56217498624748,0.3235294117647059,357.82608695652175,27.948169690266244,            -6.588235294117647,174.56788965008946,0.08823529411764706,-59.29032258064516,35.3546032485684,            -5.445245291792606,152.72010187796482,0.22180888165542897,-42.02091425156857,66.09200054019816
5,32.310344827586206,156.23547732747247,0.3793103448275862,12.666666666666666,78.90571025667985,            80.44827586206897,59.65740478183082,0.3448275862068966,67.36842105263158,32.33738349327502,            53.51724137931034,131.27665461750016,0.3793103448275862,29.11111111111111,70.2383947621629,            3.596039158321143,94.32025878064883,0.25925509170698774,2.196566914780495,47.53909884127783
6,248.53846153846155,392.90077341674873,0.46153846153846156,78.57142857142857,241.12525325046738,            150.3846153846154,65.42704505670473,0.38461538461538464,157.125,25.51684492644026,            274.53846153846155,372.2128455156591,0.38461538461538464,90.625,218.71724754806147,            17.898767605633804,138.19772512916256,0.13512323943661972,-5.530788804071247,62.77694422596403
7,208.75862068965517,254.29953220730889,0.4827586206896552,240.73333333333332,210.97660744473282,            272.6896551724138,31.36778871464501,0.3103448275862069,273.9,13.386186910393864,            210.51724137931035,252.47254827756882,0.4827586206896552,242.53333333333333,208.71028298151057,            4.80913190529876,120.48980265333793,0.19650507328072153,-26.657780272204292,58.93292547291705
8,189.37037037037038,784.4495663107017,0.2962962962962963,-97.47368421052632,367.74996775141045,            482.4074074074074,373.43076697415825,0.18518518518518517,468.27272727272725,128.10265124578157,            255.44444444444446,739.8855433673175,0.18518518518518517,49.31818181818182,440.14588349810856,            12.895653295498517,362.33067200500517,0.18483167806010575,-33.36693037974683,160.96585655355756
9,239.91666666666666,483.1083025000134,0.3611111111111111,21.47826086956522,249.86307025096025,            101.55555555555556,326.9504247541416,0.16666666666666666,105.76666666666667,97.00264028479958,            296.6666666666667,446.97029481213224,0.3333333333333333,128.08333333333334,248.82221174074382,            26.841434532536372,284.1960740181102,0.1653321303710387,10.984596676124848,111.41156819605621
10,123.28571428571429,554.3067006336356,0.14285714285714285,-70.5,309.18427622805575,            309.85714285714283,243.8831269108971,0.2857142857142857,266.4,156.16606545597543,            162.57142857142858,527.7190424412426,0.14285714285714285,-24.666666666666668,281.9489709543594,            5.010351966873706,284.85426981934756,0.23775017253278122,-43.02987777274785,128.92774010090665
