id,qMean,qStd,tMean,tStd,pMean,pStd,        wholeMean,wholeStd,wholeDisnormal,wholeCorrectedMean,wholeCorrectedStd
0,-379.71875,168.45756779805856,123.34375,67.55997769343548,-67.375,141.75788117420493,-7.244831092531918,104.39257644072659,0.21048469099536776,-5.908557527189467,40.545910871717616
1,107.34210526315789,363.3061834926415,123.76315789473684,75.19078688332077,149.81578947368422,339.3476602063651,22.92817994976022,159.96298734988244,0.12194564969171044,3.597659297789337,75.1967624066734
2,95.10169491525424,247.0525021340334,172.59322033898306,54.644961510124396,114.1864406779661,236.7158401304973,17.635424851273992,115.14554658131611,0.1242563699629588,-15.453345296077929,44.08348695147124
3,0,0,0,0,0,0,10.172629899726527,272.5397710152809,0.1322926162260711,10.705449770190414,101.81640315097583
4,-69.70588235294117,194.52741065158324,366.20588235294116,65.56217498624748,-6.588235294117647,174.56788965008946,-5.445245291792606,152.72010187796482,0.22180888165542897,-42.02091425156857,66.09200054019816
5,32.310344827586206,156.23547732747247,80.44827586206897,59.65740478183082,53.51724137931034,131.27665461750016,3.596039158321143,94.32025878064883,0.25925509170698774,2.196566914780495,47.53909884127783
6,248.53846153846155,392.90077341674873,150.3846153846154,65.42704505670473,274.53846153846155,372.2128455156591,17.898767605633804,138.19772512916256,0.13512323943661972,-5.530788804071247,62.77694422596403
7,208.75862068965517,254.29953220730889,272.6896551724138,31.36778871464501,210.51724137931035,252.47254827756882,4.80913190529876,120.48980265333793,0.19650507328072153,-26.657780272204292,58.93292547291705
8,189.37037037037038,784.4495663107017,482.4074074074074,373.43076697415825,255.44444444444446,739.8855433673175,12.895653295498517,362.33067200500517,0.18483167806010575,-33.36693037974683,160.96585655355756
9,239.91666666666666,483.1083025000134,101.55555555555556,326.9504247541416,296.6666666666667,446.97029481213224,26.841434532536372,284.1960740181102,0.1653321303710387,10.984596676124848,111.41156819605621
10,123.28571428571429,554.3067006336356,309.85714285714283,243.8831269108971,162.57142857142858,527.7190424412426,5.010351966873706,284.85426981934756,0.23775017253278122,-43.02987777274785,128.92774010090665
11,61.83870967741935,346.2928181769234,306.4516129032258,165.970234157908,94.25806451612904,328.68250861161084,13.86605339914741,313.7368404147073,0.14752075387031635,-9.589419660481642,122.05178885065571
12,233.45652173913044,459.2824605233945,323.8478260869565,58.32702684426399,247.19565217391303,449.3528496174885,13.949135213427622,191.60391890371753,0.16494845360824742,-31.794918885827975,73.69088460263644
13,41.567567567567565,258.9054445514957,135.0810810810811,189.227216255496,89.62162162162163,238.73816386128303,24.648108654169942,181.54199265504283,0.23796161185318218,1.4753277360436,86.54169790408852
14,259.3478260869565,423.55130161996874,197.82608695652175,23.468113749276064,304.95652173913044,389.70361963050726,18.555296041107088,148.3071899979325,0.07695900969286465,-13.471912955465587,47.024957524130414
15,59.36363636363637,98.69353182017804,55.72727272727273,65.8912201477707,77.27272727272727,93.26900577371097,6.128528315284928,62.68820120909952,0.22439197585655957,1.6724650949874114,30.94044478132798
16,-363.2105263157895,176.62078883045285,54.526315789473685,141.99309413194516,4.578947368421052,142.6981782753462,4.8740633309161225,150.0866685296856,0.29441624365482233,16.049331963001027,76.53855919453704
17,-37.4,162.7668270870941,235.85714285714286,88.48119827951919,16.6,144.94456083029027,-2.3153711279953244,130.12351688621746,0.2593804792518995,-23.63999368686869,56.30993976119181
18,375.3829787234043,553.7867918017781,298.70212765957444,211.7359771933581,406.97872340425533,509.3080198875475,-0.15754138210441024,298.61289125664547,0.14550295173052435,-18.017204009753453,124.14613967233117
19,-88.11428571428571,267.37771799765335,226.65714285714284,210.43396559859585,-51.65714285714286,234.15879140411693,-39.42605266210416,281.0219564310847,0.23257162742141282,-26.95450423216445,133.19407843857948
20,59.189189189189186,246.56536196506642,90.51351351351352,21.77355403288104,79.94594594594595,238.58512515038336,26.494392309452962,145.72067071399826,0.04829480430304418,-2.6975709475709477,40.57549331653736
21,110.55,1388.6086732769604,249.65,309.5984940208851,215.85,1346.8200056057972,-18.385629301294763,442.1394510696558,0.06042225591974805,-20.23947858472998,142.2961473479501
22,81.72972972972973,240.46797265519564,69.86486486486487,178.34330121943634,122.02702702702703,223.29031962247572,6.520445669653113,175.27661078858353,0.16528830691477142,-8.529241777900097,72.82685065950041
23,-44.370370370370374,308.72823337856227,21.37037037037037,122.68693919081596,62.074074074074076,270.26049517784185,-1.318987054281172,136.51835848578233,0.07767431296843061,-1.2931543954690963,43.1827561748037
24,138.75862068965517,227.4634726526458,201.86206896551724,49.124559584184276,153.79310344827587,215.37831660309357,9.962041000225277,107.11493649423558,0.20950664564091012,-12.318466799658022,51.329143724987595
