id,y
0,0.038903855
1,0.10515984
2,0.69653064
3,0.6114193
4,0.7908768
5,0.3904535
6,0.7354685
7,0.8021043
8,0.7340638
9,0.69146323
10,0.6528987
11,0.17979614
12,0.6768715
13,0.2934662
14,0.2002457
15,0.9576825
16,0.31751597
17,0.80908984
18,0.6837749
19,0.3709366
20,0.5673663
21,0.8429165
22,0.3125824
23,0.5721121
24,0.8519962
25,0.8536164
26,0.48096976
27,0.97569066
28,0.3960363
29,0.81029814
30,0.70656615
31,0.7405684
32,0.1656776
33,0.24250986
34,0.7414098
35,0.9086656
36,0.73425263
37,0.75366974
38,0.4316106
39,0.19950804
40,0.5891833
41,0.31120482
42,0.25152946
43,0.85282373
44,0.31085047
45,0.7855704
46,0.23377272
47,0.11247153
48,0.9017309
49,0.85192436
50,0.96690404
51,0.74866736
52,0.1877928
53,0.46258745
54,0.59203523
55,0.37138417
56,0.6914532
57,0.8997929
58,0.9120475
59,0.8323451
60,0.093752846
61,0.4263392
62,0.7580005
63,0.73444563
64,0.80129105
65,0.4881227
66,0.71984196
67,0.66380674
68,0.56129915
