id,y
0.0,75.0
1.0,76.0
2.0,74.0
3.0,70.0
4.0,74.0
5.0,79.0
6.0,90.0
7.0,82.0
8.0,64.0
9.0,55.0
10.0,48.0
11.0,73.0
12.0,72.0
13.0,55.0
14.0,80.0
15.0,81.0
16.0,69.0
17.0,78.0
18.0,70.0
19.0,66.0
20.0,76.0
21.0,82.0
22.0,75.0
23.0,66.0
24.0,67.0
25.0,73.0
26.0,82.0
27.0,50.0
28.0,72.0
29.0,63.0
30.0,80.0
31.0,68.0
32.0,49.0
33.0,63.0
34.0,63.0
35.0,72.0
36.0,94.0
37.0,64.0
38.0,61.0
39.0,79.0
40.0,69.0
41.0,71.0
42.0,61.0
43.0,70.0
44.0,76.0
45.0,75.0
46.0,73.0
47.0,66.0
48.0,87.0
49.0,69.0
50.0,73.0
51.0,48.0
52.0,68.0
53.0,58.0
54.0,67.0
55.0,69.0
56.0,82.0
57.0,71.0
58.0,76.0
59.0,76.0
60.0,64.0
61.0,57.0
62.0,85.0
63.0,77.0
64.0,68.0
65.0,77.0
66.0,85.0
67.0,68.0
68.0,80.0
69.0,60.0
70.0,80.0
71.0,67.0
72.0,66.0
73.0,72.0
74.0,51.0
75.0,85.0
76.0,72.0
77.0,68.0
78.0,80.0
79.0,80.0
80.0,74.0
81.0,59.0
82.0,48.0
83.0,76.0
84.0,78.0
85.0,67.0
86.0,65.0
87.0,59.0
88.0,77.0
89.0,74.0
90.0,62.0
91.0,67.0
92.0,89.0
93.0,52.0
94.0,86.0
95.0,79.0
96.0,61.0
97.0,69.0
98.0,81.0
99.0,54.0
100.0,74.0
101.0,73.0
102.0,67.0
103.0,71.0
104.0,67.0
105.0,57.0
106.0,80.0
107.0,67.0
108.0,63.0
109.0,69.0
110.0,65.0
111.0,66.0
112.0,55.0
113.0,68.0
114.0,75.0
115.0,63.0
116.0,60.0
117.0,69.0
118.0,66.0
119.0,73.0
120.0,79.0
121.0,85.0
122.0,84.0
123.0,73.0
124.0,72.0
125.0,80.0
126.0,69.0
127.0,82.0
128.0,65.0
129.0,72.0
130.0,79.0
131.0,67.0
132.0,55.0
133.0,49.0
134.0,74.0
135.0,65.0
136.0,62.0
137.0,54.0
138.0,71.0
139.0,68.0
140.0,56.0
141.0,69.0
142.0,44.0
143.0,70.0
144.0,73.0
145.0,57.0
146.0,66.0
147.0,53.0
148.0,70.0
149.0,78.0
150.0,71.0
151.0,49.0
152.0,91.0
153.0,58.0
154.0,71.0
155.0,86.0
156.0,74.0
157.0,79.0
158.0,65.0
159.0,65.0
160.0,49.0
161.0,76.0
162.0,76.0
163.0,69.0
164.0,69.0
165.0,62.0
166.0,72.0
167.0,69.0
168.0,45.0
169.0,68.0
170.0,73.0
171.0,83.0
172.0,80.0
173.0,53.0
174.0,64.0
175.0,75.0
176.0,79.0
177.0,71.0
178.0,68.0
179.0,66.0
180.0,70.0
181.0,68.0
182.0,83.0
183.0,96.0
184.0,51.0
185.0,86.0
186.0,68.0
187.0,81.0
188.0,69.0
189.0,87.0
190.0,51.0
191.0,78.0
192.0,76.0
193.0,73.0
194.0,62.0
195.0,68.0
196.0,61.0
197.0,65.0
198.0,68.0
199.0,59.0
200.0,64.0
201.0,60.0
202.0,73.0
203.0,73.0
204.0,72.0
205.0,62.0
206.0,79.0
207.0,80.0
208.0,77.0
209.0,80.0
210.0,74.0
211.0,84.0
212.0,88.0
213.0,46.0
214.0,65.0
215.0,63.0
216.0,77.0
217.0,87.0
218.0,50.0
219.0,79.0
220.0,68.0
221.0,67.0
222.0,70.0
223.0,76.0
224.0,68.0
225.0,54.0
226.0,77.0
227.0,88.0
228.0,68.0
229.0,70.0
230.0,72.0
231.0,70.0
232.0,82.0
233.0,56.0
234.0,70.0
235.0,58.0
236.0,69.0
237.0,58.0
238.0,70.0
239.0,64.0
240.0,59.0
241.0,73.0
242.0,67.0
243.0,69.0
244.0,70.0
245.0,65.0
246.0,78.0
247.0,84.0
248.0,60.0
249.0,87.0
250.0,77.0
251.0,58.0
252.0,65.0
253.0,58.0
254.0,51.0
255.0,84.0
256.0,69.0
257.0,64.0
258.0,70.0
259.0,87.0
260.0,65.0
261.0,53.0
262.0,65.0
263.0,70.0
264.0,81.0
265.0,81.0
266.0,83.0
267.0,70.0
268.0,88.0
269.0,63.0
270.0,69.0
271.0,43.0
272.0,69.0
273.0,73.0
274.0,61.0
275.0,75.0
276.0,66.0
277.0,66.0
278.0,91.0
279.0,81.0
280.0,57.0
281.0,58.0
282.0,62.0
283.0,87.0
284.0,72.0
285.0,60.0
286.0,79.0
287.0,77.0
288.0,70.0
289.0,68.0
290.0,62.0
291.0,77.0
292.0,53.0
293.0,77.0
294.0,61.0
295.0,63.0
296.0,60.0
297.0,71.0
298.0,75.0
299.0,49.0
300.0,72.0
301.0,56.0
302.0,73.0
303.0,73.0
304.0,68.0
305.0,71.0
306.0,89.0
307.0,66.0
308.0,69.0
309.0,67.0
310.0,85.0
311.0,78.0
312.0,55.0
313.0,73.0
314.0,63.0
315.0,66.0
316.0,70.0
317.0,78.0
318.0,62.0
319.0,85.0
320.0,66.0
321.0,73.0
322.0,62.0
323.0,71.0
324.0,70.0
325.0,73.0
326.0,72.0
327.0,64.0
328.0,67.0
329.0,54.0
330.0,61.0
331.0,63.0
332.0,69.0
333.0,69.0
334.0,69.0
335.0,74.0
336.0,72.0
337.0,70.0
338.0,86.0
339.0,74.0
340.0,74.0
341.0,67.0
342.0,70.0
343.0,73.0
344.0,82.0
345.0,84.0
346.0,49.0
347.0,75.0
348.0,66.0
349.0,79.0
350.0,86.0
351.0,56.0
352.0,72.0
353.0,88.0
354.0,67.0
355.0,52.0
356.0,66.0
357.0,82.0
358.0,83.0
359.0,58.0
360.0,60.0
361.0,65.0
362.0,84.0
363.0,88.0
364.0,66.0
365.0,68.0
366.0,72.0
367.0,54.0
368.0,67.0
369.0,77.0
370.0,53.0
371.0,62.0
372.0,81.0
373.0,58.0
374.0,66.0
375.0,68.0
376.0,79.0
377.0,75.0
378.0,54.0
379.0,69.0
380.0,81.0
381.0,68.0
382.0,67.0
383.0,78.0
384.0,50.0
385.0,78.0
386.0,88.0
387.0,67.0
388.0,70.0
389.0,74.0
390.0,69.0
391.0,53.0
392.0,75.0
393.0,61.0
394.0,68.0
395.0,83.0
396.0,71.0
397.0,75.0
398.0,80.0
399.0,75.0
400.0,68.0
401.0,73.0
402.0,72.0
403.0,62.0
404.0,59.0
405.0,81.0
406.0,67.0
407.0,74.0
408.0,79.0
409.0,71.0
410.0,78.0
411.0,79.0
412.0,77.0
413.0,72.0
414.0,61.0
415.0,82.0
416.0,77.0
417.0,67.0
418.0,54.0
419.0,70.0
420.0,57.0
421.0,71.0
422.0,81.0
423.0,69.0
424.0,63.0
425.0,70.0
426.0,70.0
427.0,82.0
428.0,65.0
429.0,60.0
430.0,47.0
431.0,73.0
432.0,71.0
433.0,69.0
434.0,67.0
435.0,93.0
436.0,42.0
437.0,76.0
438.0,94.0
439.0,75.0
440.0,58.0
441.0,80.0
442.0,72.0
443.0,61.0
444.0,80.0
445.0,56.0
446.0,82.0
447.0,68.0
448.0,65.0
449.0,73.0
450.0,60.0
451.0,81.0
452.0,79.0
453.0,52.0
454.0,74.0
455.0,61.0
456.0,74.0
457.0,60.0
458.0,73.0
459.0,73.0
460.0,80.0
461.0,65.0
462.0,76.0
463.0,59.0
464.0,72.0
465.0,64.0
466.0,87.0
467.0,73.0
468.0,73.0
469.0,72.0
470.0,65.0
471.0,60.0
472.0,77.0
473.0,64.0
474.0,84.0
475.0,68.0
476.0,92.0
477.0,75.0
478.0,51.0
479.0,76.0
480.0,68.0
481.0,45.0
482.0,79.0
483.0,79.0
484.0,71.0
485.0,59.0
486.0,63.0
487.0,50.0
488.0,68.0
489.0,76.0
490.0,69.0
491.0,81.0
492.0,64.0
493.0,64.0
494.0,54.0
495.0,73.0
496.0,80.0
497.0,69.0
498.0,81.0
499.0,70.0
500.0,68.0
501.0,65.0
502.0,77.0
503.0,42.0
504.0,87.0
505.0,56.0
506.0,72.0
507.0,72.0
508.0,70.0
509.0,75.0
510.0,71.0
511.0,76.0
