Id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,738.0231707288347,1764.052345967664,400.1572083672233,978.7379841057392,2240.8931992014577,1867.5579901499675,-977.277879876411,950.0884175255894,-151.3572082976979,-103.21885179355785,410.59850193837235
1,400.646015162435,144.04357116087797,1454.273506962975,761.0377251469935,121.67501649282842,443.86323274542565,333.67432737426685,1494.0790731576062,-205.15826376580088,313.06770165090137,-854.0957393017247
2,189.90015589825435,-2552.989815834079,653.6185954403607,864.4361988595057,-742.165020406442,2269.754623987608,-1454.3656745987648,45.75851730144607,-187.1838500258336,1532.7792143584575,1469.358769900285
3,-78.39944892482781,154.9474256969163,378.1625196021736,-887.7857476301127,-1980.796468223927,-347.9121493261526,156.34896910398004,1230.2906807277207,1202.3798487844113,-387.32681740795226,-302.30275057533555
4,-547.3735312992068,-1048.5529650670926,-1420.0179371789752,-1706.2701906250127,1950.7753952317896,-509.6521817516535,-438.0743016111864,-1252.795360049926,777.49035583191,-1613.8978475579515,-212.7402802139687
5,-242.79258823790883,-895.4665611936756,386.902497859262,-510.805137568873,-1180.6321841224121,-28.18222833865487,428.33187053041763,66.51722238316789,302.4718977397814,-634.3220936809636,-362.7411659871381
6,-581.8566347674507,-672.460447775951,-359.5531615405413,-813.1462820444541,-1726.2826023316768,177.42614225375283,-401.7809362082619,-1630.1983469660447,462.7822555257742,-907.2983643832422,51.94539579613895
7,-122.48541164820934,729.0905621775369,128.98291075741068,1139.4006845433007,-1234.8258203536527,402.341641177549,-684.8100909403132,-870.7971491818818,-578.8496647644155,-311.5525321273727,56.16534222974544
8,303.1790610218144,-1165.1498407833565,900.8264869541871,465.6624397304598,-1536.2436862772238,1488.2521937955996,1895.8891760305833,1178.7795711596507,-179.92483581235092,-1070.7526215105424,1054.4517269311366
9,539.2393674111148,-403.1769469731796,1222.4450703824275,208.2749780768603,976.6390364837127,356.36639717440187,706.5731681919482,10.500020720820478,1785.8704939058352,126.91209270361992,401.98936344470167
10,324.7184151835522,1883.1506970562543,-1347.7590611424464,-1270.4849984857335,969.3967081580112,-1173.1234051141598,1943.6211856492926,-413.61898075974733,-747.4548114407578,1922.9420264803848,1480.5147914344243
11,668.5423828186823,1867.55896042657,906.0446582753852,-861.2256850547026,1910.0649530990336,-268.00337095138036,802.4563957963952,947.251967773748,-155.01009309083418,614.0793703460803,922.2066715665268
12,255.13131814167346,376.4255311556294,-1099.4007905841945,298.238174206056,1326.3858966870303,-694.5678597313655,-149.63454032767075,-435.1535517216374,1849.2637284793418,672.2947570124354,407.4618362411104
13,-116.13445040008196,-769.9160744453164,539.2491912918173,-674.3326606573761,31.830558274351183,-635.846078378881,676.4332949464997,576.590816614941,-208.29875557799488,396.0067126616453,-1093.0615087305057
14,150.4165350003387,-1491.2575927056055,439.3917012645369,166.67349537252903,635.0314368921064,2383.144774863942,944.4794869904139,-912.8222254441586,1117.016288095853,-1315.9074105115212,-461.584604814709
15,-222.66073385827113,-68.24160532463124,1713.3427216493667,-744.7548220484399,-826.4385386590144,-98.4525244254323,-663.4782863621074,1126.635922106507,-1079.9315083634233,-1147.4686524111023,-437.820044744434
16,104.73850691169869,-498.0324506923049,1929.5320538169858,949.4208069257608,87.55124138519089,-1225.435518830168,844.3629764015471,-1000.2153473895647,-1544.7710967776115,1188.0297923523017,316.94261192484964
17,-83.82696145927812,920.858823780819,318.7276529430212,856.8306119026912,-651.0255933001469,-1034.2428417844646,681.594518281627,-803.4096641738411,-689.5497777502005,-455.5325035173432,17.479159025056727
18,-582.1559625460434,-353.99391125348393,-1374.9512934180188,-643.6184028328905,-2223.403152224427,625.2314510271875,-1602.0576556067476,-1104.3833394284507,52.1650792609744,-739.5629963913133,1543.014595406736
19,321.36065768610274,-1292.8569097234486,267.0508693491829,-39.2828182274956,-1168.0934977411973,523.2766605317537,-171.5463312222481,771.7905512136673,823.5041539637315,2163.23594928069,1336.527949436392
20,-41.10450313262453,-369.18183794244356,-239.37917757592638,1099.6595958871133,655.2637307225978,640.1315260975921,-1616.9560443108344,-24.326124398935637,-738.0309092056887,279.92459904323823,-98.15038964295795
21,277.199316025998,910.178908092592,317.2182151913021,786.3279621089762,-466.41909673594307,-944.4462559182504,-410.0496932025485,-17.020413861440595,379.1517355550818,2259.3089506908523,-42.25715166064269
22,-320.8126521844807,-955.945000492777,-345.98177569938645,-463.5959746460942,481.4814737734622,-1540.797014444625,63.26199420033171,156.5065379653756,232.18103620027577,-597.3160689653627,-237.921729736007
23,-189.15102669257544,-1424.0609089825316,-493.31988336219405,-542.8614760167178,416.0500462614255,-1156.1824318219128,781.1981017099934,1494.4845444913688,-2069.9850250135323,426.2587307781009,676.9080350302455
24,-349.82355024335845,-637.437025552229,-397.27181432879763,-132.8805775869556,-297.7908794017283,-309.0129690471222,-1676.0038063299767,1152.33156478312,1079.6185920368212,-813.3642592042029,-1466.424327802514
25,-192.73308045449465,521.0648764527585,-575.7879698130661,141.95316332077968,-319.3284171450952,691.5387510701865,694.7491436560059,-725.5973784635843,-1383.3639553950554,-1582.9383973350818,610.3793791072052
26,-369.323105040627,-1188.8592577840288,-506.81635429868754,-596.3140384505082,-52.56729626954629,-1936.2798058465069,188.77859679382854,523.8910238342056,88.42208704466141,-310.88617169847174,97.40016626878341
27,-65.94565055298736,399.0463456401302,-2772.5927564266503,1955.9123082506942,390.09332268792645,-652.40858238702,-390.95337518760107,493.74177734918845,-116.10393903436653,-2030.6844677814943,2064.4928613593192
28,480.67031019479964,-110.54065723247261,1020.1727117157997,-692.0498477843912,1536.3770542457978,286.34368889227954,608.8438344754508,-1045.2533661469547,1211.1452896827009,689.8181645347884,1301.8462295649983
29,178.70133648371953,-628.0875596415789,-481.02711846078773,2303.916697683942,-1060.0158227215472,-135.94970067832082,1136.8913626026954,97.7249677148556,582.9536797532936,-399.4490292628752,370.05588784751876
30,-238.7851389255631,-1306.5268517353165,1658.130679618188,-118.16404512856977,-680.1782039968504,666.3830820319143,-460.7197873885533,-1334.2584714027535,-1346.7175057975553,693.7731526901325,-159.5734381462669
31,-170.19798572452547,-133.70155966843916,1077.7438059762628,-1126.8258087567435,-730.6777528648248,-384.87980918127545,94.351589317074,-42.171451290578936,-286.8871923899076,-61.62640209564741,-107.30527629117469
32,-128.1026682446351,-719.6043885517929,-812.9929885540773,274.5163577239395,-890.9150829955279,-1157.3552591908535,-312.2922511256933,-157.6670161638159,2256.723497298209,-704.7002758562337,943.2607249694947
33,-323.4653220606332,747.1883342046318,-1188.944955203736,773.2529774025996,-1183.8806401933177,-2659.172237996741,606.3195243593807,-1755.8905834377194,450.93446180591485,-684.0108977372166,1659.550796189872
34,-128.78832805325516,1068.509399316009,-453.38580385138766,-687.8376110286823,-1214.0774030941207,-440.9226322925914,-280.3554951845091,-364.6935443916854,156.70385527236397,578.5214977288784,349.654456993174
35,-488.0676716253189,-764.143923906443,-1437.7914738015784,1364.5318481024713,-689.4491845499376,-652.2935999350191,-521.1893123011109,-1843.0695501566486,-477.9740040404867,-479.65581400794764,620.3582983435125
36,13.80395768260164,698.457149107336,3.77088908626934,931.8483741143036,339.964983801262,-15.682111602554768,160.92816829822297,-190.65349358139935,-394.8495140334503,-267.73353689396646,-1128.0113314700068
37,16.878882857673567,280.44170531629595,-993.1236109295807,841.6312640736364,-249.45858016094886,49.494981650090736,493.83677628095637,643.3144650629279,-1570.6234086334528,-206.90367616397174,880.1789120807822
38,-685.1964025009595,-1698.1058194322545,387.2804753950634,-2255.5642294021895,-1022.5068436356036,38.6305518401881,-1656.7151023219537,-985.5107376841506,-1471.8350074635869,1648.1349322075596,164.22775548733395
39,163.95361113551166,567.2902778526694,-222.6751005151545,-353.43174875719905,-1616.4741886510326,-291.8373627478628,-761.4922118116233,857.9239242923363,1141.1018666575735,1466.5787155741775,852.551939461232
40,-212.39083286554677,-598.6539369229861,-1115.8969859603944,766.6631816450861,356.2928174722889,-1768.5384506770308,355.48179274376906,814.5198224878662,58.92558918162995,-185.05367100934154,-807.6484876163556
41,498.0875411889867,-1446.534699563388,800.2979493400276,-309.1144447717088,-233.4666615436927,1732.7211869191333,684.5011068591904,370.82500128110206,142.06180518723565,1519.9948607657727,1719.5893074161945
42,-259.1343957299783,929.5051114795281,582.2245913979243,-2094.6030712061447,123.72191423350658,-130.10695419370398,93.95322938556872,943.0460873225178,-2739.6771671895563,-569.3120534701851,269.9043549407614
43,31.149970457705535,-466.84554605276253,-1416.9061131262595,868.9634868967954,276.871905846128,-971.1045704444846,314.8172045158238,821.5857120497958,5.292646299360854,800.5648034309968,78.26017516166135
